Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
annarvuliari,Verbo,inalberarsi,Italiano,1s:annarvuliu;2s:annarvulias;3s:annarvulia;1p:annarvuliamu;2p:annarvuliati;3p:annarvulianu;1s_pass:annarvuliai;2s_pass:annarvuliasti;3s_pass:annarvuliau;1p_pass:annarvuliàmuru;2p_pass:annarvuliàstivu;3p_pass:annarvuliàranu,OK
annasari,Verbo,prendere la mira,Italiano,1s:annasu;2s:annasas;3s:annasa;1p:annasamu;2p:annasati;3p:annasanu;1s_pass:annasai;2s_pass:annasasti;3s_pass:annasau;1p_pass:annasàmuru;2p_pass:annasàstivu;3p_pass:annasàranu,OK
annastracari,Verbo,terrazzare,Italiano,1s:annastracu;2s:annastracas;3s:annastraca;1p:annastracamu;2p:annastracati;3p:annastracanu;1s_pass:annastracai;2s_pass:annastracasti;3s_pass:annastracau;1p_pass:annastracàmuru;2p_pass:annastracàstivu;3p_pass:annastracàranu,OK
annauliari,Verbo,dare l'unzione degli infermi,Italiano,1s:annauliu;2s:annaulias;3s:annaulia;1p:annauliamu;2p:annauliati;3p:annaulianu;1s_pass:annauliai;2s_pass:annauliasti;3s_pass:annauliau;1p_pass:annauliàmuru;2p_pass:annauliàstivu;3p_pass:annauliàranu,OK
annaurari,Verbo,"indorare, dorare",Italiano,1s:annauru;2s:annauras;3s:annaura;1p:annauramu;2p:annaurati;3p:annauranu;1s_pass:annaurai;2s_pass:annaurasti;3s_pass:annaurau;1p_pass:annauràmuru;2p_pass:annauràstivu;3p_pass:annauràranu,OK
annausari,Verbo,innalzare,Italiano,1s:annausu;2s:annausas;3s:annausa;1p:annausamu;2p:annausati;3p:annausanu;1s_pass:annausai;2s_pass:annausasti;3s_pass:annausau;1p_pass:annausàmuru;2p_pass:annausàstivu;3p_pass:annausàranu,OK
anniccari,Verbo,"resistere, essere contumace",Italiano,1s:anniccu;2s:anniccas;3s:annicca;1p:anniccamu;2p:anniccati;3p:anniccanu;1s_pass:anniccai;2s_pass:anniccasti;3s_pass:anniccau;1p_pass:anniccàmuru;2p_pass:anniccàstivu;3p_pass:anniccàranu,OK
annicchiari,Verbo,imprimere durevolmente nella memoria,Italiano,1s:annicchiu;2s:annicchias;3s:annicchia;1p:annicchiamu;2p:annicchiati;3p:annicchianu;1s_pass:annicchiai;2s_pass:annicchiasti;3s_pass:annicchiau;1p_pass:annicchiàmuru;2p_pass:annicchiàstivu;3p_pass:annicchiàranu,OK
annigari,Verbo,ahogar (en el agua),Español,1s:annigu;2s:annigas;3s:anniga;1p:annigamu;2p:annigati;3p:anniganu;1s_pass:annigai;2s_pass:annigasti;3s_pass:annigau;1p_pass:annigàmuru;2p_pass:annigàstivu;3p_pass:annigàranu,OK
annijari,Verbo,ahogar (en el agua),Español,1s:anniju;2s:annijas;3s:annija;1p:annijamu;2p:annijati;3p:annijanu;1s_pass:annijai;2s_pass:annijasti;3s_pass:annijau;1p_pass:annijàmuru;2p_pass:annijàstivu;3p_pass:annijàranu,OK
anninnuliari,Verbo,cantare la ninna nanna,Italiano,1s:anninnuliu;2s:anninnulias;3s:anninnulia;1p:anninnuliamu;2p:anninnuliati;3p:anninnulianu;1s_pass:anninnuliai;2s_pass:anninnuliasti;3s_pass:anninnuliau;1p_pass:anninnuliàmuru;2p_pass:anninnuliàstivu;3p_pass:anninnuliàranu,OK
annirvari,Verbo,stare ritto,Italiano,1s:annirvu;2s:annirvas;3s:annirva;1p:annirvamu;2p:annirvati;3p:annirvanu;1s_pass:annirvai;2s_pass:annirvasti;3s_pass:annirvau;1p_pass:annirvàmuru;2p_pass:annirvàstivu;3p_pass:annirvàranu,OK
annivìsciri,Verbo,"volver a vivir, resucitar",Español,1s:annivìscu;2s:annivìsci;3s:annivìsci;1p:annivìscimu;2p:annivìsciti;3p:annivìscinu;1s_pass:annivìscii;2s_pass:annivìscisti;3s_pass:annivìscìu;1p_pass:annivìscìmuru;2p_pass:annivìscìstivu;3p_pass:annivìscìranu,OK
annugghiari,Verbo,seminare senza fare la maggese,Italiano,1s:annugghiu;2s:annugghias;3s:annugghia;1p:annugghiamu;2p:annugghiati;3p:annugghianu;1s_pass:annugghiai;2s_pass:annugghiasti;3s_pass:annugghiau;1p_pass:annugghiàmuru;2p_pass:annugghiàstivu;3p_pass:annugghiàranu,OK
annuiari,Verbo,aburrir,Español,1s:annuiu;2s:annuias;3s:annuia;1p:annuiamu;2p:annuiati;3p:annuianu;1s_pass:annuiai;2s_pass:annuiasti;3s_pass:annuiau;1p_pass:annuiàmuru;2p_pass:annuiàstivu;3p_pass:annuiàranu,OK
annujari,Verbo,aburrir,Español,1s:annuju;2s:annujas;3s:annuja;1p:annujamu;2p:annujati;3p:annujanu;1s_pass:annujai;2s_pass:annujasti;3s_pass:annujau;1p_pass:annujàmuru;2p_pass:annujàstivu;3p_pass:annujàranu,OK
annunzari,Verbo,anunciar,Español,1s:annunzu;2s:annunzas;3s:annunza;1p:annunzamu;2p:annunzati;3p:annunzanu;1s_pass:annunzai;2s_pass:annunzasti;3s_pass:annunzau;1p_pass:annunzàmuru;2p_pass:annunzàstivu;3p_pass:annunzàranu,OK
annunziari,Verbo,anunciar,Español,1s:annunziu;2s:annunzias;3s:annunzia;1p:annunziamu;2p:annunziati;3p:annunzianu;1s_pass:annunziai;2s_pass:annunziasti;3s_pass:annunziau;1p_pass:annunziàmuru;2p_pass:annunziàstivu;3p_pass:annunziàranu,OK
annurari,Verbo,"durar, tardar",Español,1s:annuru;2s:annuras;3s:annura;1p:annuramu;2p:annurati;3p:annuranu;1s_pass:annurai;2s_pass:annurasti;3s_pass:annurau;1p_pass:annuràmuru;2p_pass:annuràstivu;3p_pass:annuràranu,OK
annurgiari,Verbo,dare l'orzo agli animali,Italiano,1s:annurgiu;2s:annurgias;3s:annurgia;1p:annurgiamu;2p:annurgiati;3p:annurgianu;1s_pass:annurgiai;2s_pass:annurgiasti;3s_pass:annurgiau;1p_pass:annurgiàmuru;2p_pass:annurgiàstivu;3p_pass:annurgiàranu,OK
ansari,Verbo,conservare (Sutera),Italiano,1s:ansu;2s:ansas;3s:ansa;1p:ansamu;2p:ansati;3p:ansanu;1s_pass:ansai;2s_pass:ansasti;3s_pass:ansau;1p_pass:ansàmuru;2p_pass:ansàstivu;3p_pass:ansàranu,OK
anzari,Verbo,"fare la prima aratura dopo l'estate (Sutera), arare",Italiano,1s:anzu;2s:anzas;3s:anza;1p:anzamu;2p:anzati;3p:anzanu;1s_pass:anzai;2s_pass:anzasti;3s_pass:anzau;1p_pass:anzàmuru;2p_pass:anzàstivu;3p_pass:anzàranu,OK
appagnari,Verbo,adombrarsi (spaventarsi),Italiano,1s:appagnu;2s:appagnas;3s:appagna;1p:appagnamu;2p:appagnati;3p:appagnanu;1s_pass:appagnai;2s_pass:appagnasti;3s_pass:appagnau;1p_pass:appagnàmuru;2p_pass:appagnàstivu;3p_pass:appagnàranu,OK
appaidari,Verbo,digerir,Español,1s:appaidu;2s:appaidas;3s:appaida;1p:appaidamu;2p:appaidati;3p:appaidanu;1s_pass:appaidai;2s_pass:appaidasti;3s_pass:appaidau;1p_pass:appaidàmuru;2p_pass:appaidàstivu;3p_pass:appaidàranu,OK
apparagghiari,Verbo,uguagliare,Italiano,1s:apparagghiu;2s:apparagghias;3s:apparagghia;1p:apparagghiamu;2p:apparagghiati;3p:apparagghianu;1s_pass:apparagghiai;2s_pass:apparagghiasti;3s_pass:apparagghiau;1p_pass:apparagghiàmuru;2p_pass:apparagghiàstivu;3p_pass:apparagghiàranu,OK
apparanzari,Verbo,uguagliare,Italiano,1s:apparanzu;2s:apparanzas;3s:apparanza;1p:apparanzamu;2p:apparanzati;3p:apparanzanu;1s_pass:apparanzai;2s_pass:apparanzasti;3s_pass:apparanzau;1p_pass:apparanzàmuru;2p_pass:apparanzàstivu;3p_pass:apparanzàranu,OK
appattari,Verbo,"pareggiare, confrontare",Italiano,1s:appattu;2s:appattas;3s:appatta;1p:appattamu;2p:appattati;3p:appattanu;1s_pass:appattai;2s_pass:appattasti;3s_pass:appattau;1p_pass:appattàmuru;2p_pass:appattàstivu;3p_pass:appattàranu,OK
appiddari,Verbo,fare l'appello,Italiano,1s:appiddu;2s:appiddas;3s:appidda;1p:appiddamu;2p:appiddati;3p:appiddanu;1s_pass:appiddai;2s_pass:appiddasti;3s_pass:appiddau;1p_pass:appiddàmuru;2p_pass:appiddàstivu;3p_pass:appiddàranu,OK
appigghiari,Verbo,attecchire (mettere le radici),Italiano,1s:appigghiu;2s:appigghias;3s:appigghia;1p:appigghiamu;2p:appigghiati;3p:appigghianu;1s_pass:appigghiai;2s_pass:appigghiasti;3s_pass:appigghiau;1p_pass:appigghiàmuru;2p_pass:appigghiàstivu;3p_pass:appigghiàranu,OK
appirsunari,Verbo,arrivare al totale sviluppo della persona,Italiano,1s:appirsunu;2s:appirsunas;3s:appirsuna;1p:appirsunamu;2p:appirsunati;3p:appirsunanu;1s_pass:appirsunai;2s_pass:appirsunasti;3s_pass:appirsunau;1p_pass:appirsunàmuru;2p_pass:appirsunàstivu;3p_pass:appirsunàranu,OK
appittimari,Verbo,diventare importuno,Italiano,1s:appittimu;2s:appittimas;3s:appittima;1p:appittimamu;2p:appittimati;3p:appittimanu;1s_pass:appittimai;2s_pass:appittimasti;3s_pass:appittimau;1p_pass:appittimàmuru;2p_pass:appittimàstivu;3p_pass:appittimàranu,OK
appiuncari,Verbo,"essere soggetto facilmente a infermità, essere cagionevole",Italiano,1s:appiuncu;2s:appiuncas;3s:appiunca;1p:appiuncamu;2p:appiuncati;3p:appiuncanu;1s_pass:appiuncai;2s_pass:appiuncasti;3s_pass:appiuncau;1p_pass:appiuncàmuru;2p_pass:appiuncàstivu;3p_pass:appiuncàranu,OK
appizzari,Verbo,appendere,Italiano,1s:appizzu;2s:appizzas;3s:appizza;1p:appizzamu;2p:appizzati;3p:appizzanu;1s_pass:appizzai;2s_pass:appizzasti;3s_pass:appizzau;1p_pass:appizzàmuru;2p_pass:appizzàstivu;3p_pass:appizzàranu,OK
apprisintari,Verbo,presentar,Español,1s:apprisintu;2s:apprisintas;3s:apprisinta;1p:apprisintamu;2p:apprisintati;3p:apprisintanu;1s_pass:apprisintai;2s_pass:apprisintasti;3s_pass:apprisintau;1p_pass:apprisintàmuru;2p_pass:apprisintàstivu;3p_pass:apprisintàranu,OK
apprittari,Verbo,"1. stringere, 2. pressare, infastidire",Italiano,1s:apprittu;2s:apprittas;3s:appritta;1p:apprittamu;2p:apprittati;3p:apprittanu;1s_pass:apprittai;2s_pass:apprittasti;3s_pass:apprittau;1p_pass:apprittàmuru;2p_pass:apprittàstivu;3p_pass:apprittàranu,OK
apprufittari,Verbo,approfittare,Italiano,1s:apprufittu;2s:apprufittas;3s:apprufitta;1p:apprufittamu;2p:apprufittati;3p:apprufittanu;1s_pass:apprufittai;2s_pass:apprufittasti;3s_pass:apprufittau;1p_pass:apprufittàmuru;2p_pass:apprufittàstivu;3p_pass:apprufittàranu,OK
appruntari,Verbo,preparar,Español,1s:appruntu;2s:appruntas;3s:apprunta;1p:appruntamu;2p:appruntati;3p:appruntanu;1s_pass:appruntai;2s_pass:appruntasti;3s_pass:appruntau;1p_pass:appruntàmuru;2p_pass:appruntàstivu;3p_pass:appruntàranu,OK
appruvicciari,Verbo,"avvantaggiarsi, approfittare",Italiano,1s:appruvicciu;2s:appruviccias;3s:appruviccia;1p:appruvicciamu;2p:appruvicciati;3p:appruviccianu;1s_pass:appruvicciai;2s_pass:appruvicciasti;3s_pass:appruvicciau;1p_pass:appruvicciàmuru;2p_pass:appruvicciàstivu;3p_pass:appruvicciàranu,OK
appruvinzari,Verbo,"bruciare, inaridire (detto di piante)",Italiano,1s:appruvinzu;2s:appruvinzas;3s:appruvinza;1p:appruvinzamu;2p:appruvinzati;3p:appruvinzanu;1s_pass:appruvinzai;2s_pass:appruvinzasti;3s_pass:appruvinzau;1p_pass:appruvinzàmuru;2p_pass:appruvinzàstivu;3p_pass:appruvinzàranu,OK
appunzunari,Verbo,"envenenar, emponzoñar",Español,1s:appunzunu;2s:appunzunas;3s:appunzuna;1p:appunzunamu;2p:appunzunati;3p:appunzunanu;1s_pass:appunzunai;2s_pass:appunzunasti;3s_pass:appunzunau;1p_pass:appunzunàmuru;2p_pass:appunzunàstivu;3p_pass:appunzunàranu,OK
appurari,Verbo,"indagare, cercare di sapere",Italiano,1s:appuru;2s:appuras;3s:appura;1p:appuramu;2p:appurati;3p:appuranu;1s_pass:appurai;2s_pass:appurasti;3s_pass:appurau;1p_pass:appuràmuru;2p_pass:appuràstivu;3p_pass:appuràranu,OK
appurpari,Verbo,ghermire (afferrare con gli artigli),Italiano,1s:appurpu;2s:appurpas;3s:appurpa;1p:appurpamu;2p:appurpati;3p:appurpanu;1s_pass:appurpai;2s_pass:appurpasti;3s_pass:appurpau;1p_pass:appurpàmuru;2p_pass:appurpàstivu;3p_pass:appurpàranu,OK
appuzzari,Verbo,immergere,Italiano,1s:appuzzu;2s:appuzzas;3s:appuzza;1p:appuzzamu;2p:appuzzati;3p:appuzzanu;1s_pass:appuzzai;2s_pass:appuzzasti;3s_pass:appuzzau;1p_pass:appuzzàmuru;2p_pass:appuzzàstivu;3p_pass:appuzzàranu,OK
appuzzunari,Verbo,"appuzzare (rendere puzzolente, infettare)",Italiano,1s:appuzzunu;2s:appuzzunas;3s:appuzzuna;1p:appuzzunamu;2p:appuzzunati;3p:appuzzunanu;1s_pass:appuzzunai;2s_pass:appuzzunasti;3s_pass:appuzzunau;1p_pass:appuzzunàmuru;2p_pass:appuzzunàstivu;3p_pass:appuzzunàranu,OK
apriri,Verbo,abrir,Español,1s:apru;2s:apri;3s:apri;1p:aprimu;2p:apriti;3p:aprinu;1s_pass:aprii;2s_pass:apristi;3s_pass:aprìu;1p_pass:aprìmuru;2p_pass:aprìstivu;3p_pass:aprìranu,OK
arbitriari,Verbo,lavorare o far lavorare,Italiano,1s:arbitriu;2s:arbitrias;3s:arbitria;1p:arbitriamu;2p:arbitriati;3p:arbitrianu;1s_pass:arbitriai;2s_pass:arbitriasti;3s_pass:arbitriau;1p_pass:arbitriàmuru;2p_pass:arbitriàstivu;3p_pass:arbitriàranu,OK
arbìsciri,Verbo,amanecer,Español,1s:arbìscu;2s:arbìsci;3s:arbìsci;1p:arbìscimu;2p:arbìsciti;3p:arbìscinu;1s_pass:arbìscii;2s_pass:arbìscisti;3s_pass:arbìscìu;1p_pass:arbìscìmuru;2p_pass:arbìscìstivu;3p_pass:arbìscìranu,OK
archiari,Verbo,"disegnare, costruire ad arco, fare archi",Italiano,1s:archiu;2s:archias;3s:archia;1p:archiamu;2p:archiati;3p:archianu;1s_pass:archiai;2s_pass:archiasti;3s_pass:archiau;1p_pass:archiàmuru;2p_pass:archiàstivu;3p_pass:archiàranu,OK
arciunari,Verbo,affaccendarsi per trovare una sistemazione,Italiano,1s:arciunu;2s:arciunas;3s:arciuna;1p:arciunamu;2p:arciunati;3p:arciunanu;1s_pass:arciunai;2s_pass:arciunasti;3s_pass:arciunau;1p_pass:arciunàmuru;2p_pass:arciunàstivu;3p_pass:arciunàranu,OK
ardiculiari,Verbo,prudere,Italiano,1s:ardiculiu;2s:ardiculias;3s:ardiculia;1p:ardiculiamu;2p:ardiculiati;3p:ardiculianu;1s_pass:ardiculiai;2s_pass:ardiculiasti;3s_pass:ardiculiau;1p_pass:ardiculiàmuru;2p_pass:ardiculiàstivu;3p_pass:ardiculiàranu,OK
arraccamari,Verbo,bordar,Español,1s:arraccamu;2s:arraccamas;3s:arraccama;1p:arraccamamu;2p:arraccamati;3p:arraccamanu;1s_pass:arraccamai;2s_pass:arraccamasti;3s_pass:arraccamau;1p_pass:arraccamàmuru;2p_pass:arraccamàstivu;3p_pass:arraccamàranu,OK
arraggiunari,Verbo,"razonar (usar la mente), pensar, reflexionar",Español,1s:arraggiunu;2s:arraggiunas;3s:arraggiuna;1p:arraggiunamu;2p:arraggiunati;3p:arraggiunanu;1s_pass:arraggiunai;2s_pass:arraggiunasti;3s_pass:arraggiunau;1p_pass:arraggiunàmuru;2p_pass:arraggiunàstivu;3p_pass:arraggiunàranu,OK
arragiunari,Verbo,"razonar (usar la mente), pensar, reflexionar",Español,1s:arragiunu;2s:arragiunas;3s:arragiuna;1p:arragiunamu;2p:arragiunati;3p:arragiunanu;1s_pass:arragiunai;2s_pass:arragiunasti;3s_pass:arragiunau;1p_pass:arragiunàmuru;2p_pass:arragiunàstivu;3p_pass:arragiunàranu,OK
arrialari,Verbo,regalar,Español,1s:arrialu;2s:arrialas;3s:arriala;1p:arrialamu;2p:arrialati;3p:arrialanu;1s_pass:arrialai;2s_pass:arrialasti;3s_pass:arrialau;1p_pass:arrialàmuru;2p_pass:arrialàstivu;3p_pass:arrialàranu,OK
arricanùsciri,Verbo,reconocer,Español,1s:arricanùscu;2s:arricanùsci;3s:arricanùsci;1p:arricanùscimu;2p:arricanùsciti;3p:arricanùscinu;1s_pass:arricanùscii;2s_pass:arricanùscisti;3s_pass:arricanùscìu;1p_pass:arricanùscìmuru;2p_pass:arricanùscìstivu;3p_pass:arricanùscìranu,OK
arricurdari,Verbo,recordar,Español,1s:arricurdu;2s:arricurdas;3s:arricurda;1p:arricurdamu;2p:arricurdati;3p:arricurdanu;1s_pass:arricurdai;2s_pass:arricurdasti;3s_pass:arricurdau;1p_pass:arricurdàmuru;2p_pass:arricurdàstivu;3p_pass:arricurdàranu,OK
arrifardiari,Verbo,traicionar,Español,1s:arrifardiu;2s:arrifardias;3s:arrifardia;1p:arrifardiamu;2p:arrifardiati;3p:arrifardianu;1s_pass:arrifardiai;2s_pass:arrifardiasti;3s_pass:arrifardiau;1p_pass:arrifardiàmuru;2p_pass:arrifardiàstivu;3p_pass:arrifardiàranu,OK
arrigalari,Verbo,regalar,Español,1s:arrigalu;2s:arrigalas;3s:arrigala;1p:arrigalamu;2p:arrigalati;3p:arrigalanu;1s_pass:arrigalai;2s_pass:arrigalasti;3s_pass:arrigalau;1p_pass:arrigalàmuru;2p_pass:arrigalàstivu;3p_pass:arrigalàranu,OK
arriguardari,Verbo,"concernir, atañer",Español,1s:arriguardu;2s:arriguardas;3s:arriguarda;1p:arriguardamu;2p:arriguardati;3p:arriguardanu;1s_pass:arriguardai;2s_pass:arriguardasti;3s_pass:arriguardau;1p_pass:arriguardàmuru;2p_pass:arriguardàstivu;3p_pass:arriguardàranu,OK
arrijalari,Verbo,regalar,Español,1s:arrijalu;2s:arrijalas;3s:arrijala;1p:arrijalamu;2p:arrijalati;3p:arrijalanu;1s_pass:arrijalai;2s_pass:arrijalasti;3s_pass:arrijalau;1p_pass:arrijalàmuru;2p_pass:arrijalàstivu;3p_pass:arrijalàranu,OK
arrinisciri,Verbo,conseguir,Español,1s:arriniscu;2s:arrinisci;3s:arrinisci;1p:arriniscimu;2p:arrinisciti;3p:arriniscinu;1s_pass:arriniscii;2s_pass:arriniscisti;3s_pass:arriniscìu;1p_pass:arriniscìmuru;2p_pass:arriniscìstivu;3p_pass:arriniscìranu,OK
arrinèsciri,Verbo,conseguir,Español,1s:arrinèscu;2s:arrinèsci;3s:arrinèsci;1p:arrinèscimu;2p:arrinèsciti;3p:arrinèscinu;1s_pass:arrinèscii;2s_pass:arrinèscisti;3s_pass:arrinèscìu;1p_pass:arrinèscìmuru;2p_pass:arrinèscìstivu;3p_pass:arrinèscìranu,OK
arripètiri,Verbo,repetir,Español,1s:arripètu;2s:arripèti;3s:arripèti;1p:arripètimu;2p:arripètiti;3p:arripètinu;1s_pass:arripètii;2s_pass:arripètisti;3s_pass:arripètìu;1p_pass:arripètìmuru;2p_pass:arripètìstivu;3p_pass:arripètìranu,OK
arrisicari,Verbo,ariesgar,Español,1s:arrisicu;2s:arrisicas;3s:arrisica;1p:arrisicamu;2p:arrisicati;3p:arrisicanu;1s_pass:arrisicai;2s_pass:arrisicasti;3s_pass:arrisicau;1p_pass:arrisicàmuru;2p_pass:arrisicàstivu;3p_pass:arrisicàranu,OK
arrispùnniri,Verbo,contestar,Español,1s:arrispùnnu;2s:arrispùnni;3s:arrispùnni;1p:arrispùnnimu;2p:arrispùnniti;3p:arrispùnninu;1s_pass:arrispùnnii;2s_pass:arrispùnnisti;3s_pass:arrispùnnìu;1p_pass:arrispùnnìmuru;2p_pass:arrispùnnìstivu;3p_pass:arrispùnnìranu,OK
arrivardari,Verbo,"concernir, atañer",Español,1s:arrivardu;2s:arrivardas;3s:arrivarda;1p:arrivardamu;2p:arrivardati;3p:arrivardanu;1s_pass:arrivardai;2s_pass:arrivardasti;3s_pass:arrivardau;1p_pass:arrivardàmuru;2p_pass:arrivardàstivu;3p_pass:arrivardàranu,OK
arrivari,Verbo,llegar,Español,1s:arrivu;2s:arrivas;3s:arriva;1p:arrivamu;2p:arrivati;3p:arrivanu;1s_pass:arrivai;2s_pass:arrivasti;3s_pass:arrivau;1p_pass:arrivàmuru;2p_pass:arrivàstivu;3p_pass:arrivàranu,OK
arrivìsciri,Verbo,"volver a vivir, resucitar",Español,1s:arrivìscu;2s:arrivìsci;3s:arrivìsci;1p:arrivìscimu;2p:arrivìsciti;3p:arrivìscinu;1s_pass:arrivìscii;2s_pass:arrivìscisti;3s_pass:arrivìscìu;1p_pass:arrivìscìmuru;2p_pass:arrivìscìstivu;3p_pass:arrivìscìranu,OK
arrivùgghiri,Verbo,hervir otra vez,Español,1s:arrivùgghu;2s:arrivùgghi;3s:arrivùgghi;1p:arrivùgghimu;2p:arrivùgghiti;3p:arrivùgghinu;1s_pass:arrivùgghii;2s_pass:arrivùgghisti;3s_pass:arrivùgghìu;1p_pass:arrivùgghìmuru;2p_pass:arrivùgghìstivu;3p_pass:arrivùgghìranu,OK
arrizziccari,Verbo,ariesgar,Español,1s:arrizziccu;2s:arrizziccas;3s:arrizzicca;1p:arrizziccamu;2p:arrizziccati;3p:arrizziccanu;1s_pass:arrizziccai;2s_pass:arrizziccasti;3s_pass:arrizziccau;1p_pass:arrizziccàmuru;2p_pass:arrizziccàstivu;3p_pass:arrizziccàranu,OK
arrubari,Verbo,robar,Español,1s:arrubu;2s:arrubas;3s:arruba;1p:arrubamu;2p:arrubati;3p:arrubanu;1s_pass:arrubai;2s_pass:arrubasti;3s_pass:arrubau;1p_pass:arrubàmuru;2p_pass:arrubàstivu;3p_pass:arrubàranu,OK
arrubbari,Verbo,robar,Español,1s:arrubbu;2s:arrubbas;3s:arrubba;1p:arrubbamu;2p:arrubbati;3p:arrubbanu;1s_pass:arrubbai;2s_pass:arrubbasti;3s_pass:arrubbau;1p_pass:arrubbàmuru;2p_pass:arrubbàstivu;3p_pass:arrubbàranu,OK
arruppari,Verbo,anudar,Español,1s:arruppu;2s:arruppas;3s:arruppa;1p:arruppamu;2p:arruppati;3p:arruppanu;1s_pass:arruppai;2s_pass:arruppasti;3s_pass:arruppau;1p_pass:arruppàmuru;2p_pass:arruppàstivu;3p_pass:arruppàranu,OK
arruppuliari,Verbo,anudar,Español,1s:arruppuliu;2s:arruppulias;3s:arruppulia;1p:arruppuliamu;2p:arruppuliati;3p:arruppulianu;1s_pass:arruppuliai;2s_pass:arruppuliasti;3s_pass:arruppuliau;1p_pass:arruppuliàmuru;2p_pass:arruppuliàstivu;3p_pass:arruppuliàranu,OK
arrupètiri,Verbo,repetir,Español,1s:arrupètu;2s:arrupèti;3s:arrupèti;1p:arrupètimu;2p:arrupètiti;3p:arrupètinu;1s_pass:arrupètii;2s_pass:arrupètisti;3s_pass:arrupètìu;1p_pass:arrupètìmuru;2p_pass:arrupètìstivu;3p_pass:arrupètìranu,OK
arrusicari,Verbo,roer,Español,1s:arrusicu;2s:arrusicas;3s:arrusica;1p:arrusicamu;2p:arrusicati;3p:arrusicanu;1s_pass:arrusicai;2s_pass:arrusicasti;3s_pass:arrusicau;1p_pass:arrusicàmuru;2p_pass:arrusicàstivu;3p_pass:arrusicàranu,OK
arruvari,Verbo,llegar,Español,1s:arruvu;2s:arruvas;3s:arruva;1p:arruvamu;2p:arruvati;3p:arruvanu;1s_pass:arruvai;2s_pass:arruvasti;3s_pass:arruvau;1p_pass:arruvàmuru;2p_pass:arruvàstivu;3p_pass:arruvàranu,OK
arrìdiri,Verbo,"1. reírse, reír, 2. sonreír",Español,1s:arrìdu;2s:arrìdi;3s:arrìdi;1p:arrìdimu;2p:arrìditi;3p:arrìdinu;1s_pass:arrìdii;2s_pass:arrìdisti;3s_pass:arrìdìu;1p_pass:arrìdìmuru;2p_pass:arrìdìstivu;3p_pass:arrìdìranu,OK
arziari,Verbo,"bruciare, detto di ferita o della lingua",Italiano,1s:arziu;2s:arzias;3s:arzia;1p:arziamu;2p:arziati;3p:arzianu;1s_pass:arziai;2s_pass:arziasti;3s_pass:arziau;1p_pass:arziàmuru;2p_pass:arziàstivu;3p_pass:arziàranu,OK
arziddari,Verbo,scalciare con le zampe posteriori,Italiano,1s:arziddu;2s:arziddas;3s:arzidda;1p:arziddamu;2p:arziddati;3p:arziddanu;1s_pass:arziddai;2s_pass:arziddasti;3s_pass:arziddau;1p_pass:arziddàmuru;2p_pass:arziddàstivu;3p_pass:arziddàranu,OK
asaminari,Verbo,examinar,Español,1s:asaminu;2s:asaminas;3s:asamina;1p:asaminamu;2p:asaminati;3p:asaminanu;1s_pass:asaminai;2s_pass:asaminasti;3s_pass:asaminau;1p_pass:asaminàmuru;2p_pass:asaminàstivu;3p_pass:asaminàranu,OK
ascari,Verbo,spaccare,Italiano,1s:ascu;2s:ascas;3s:asca;1p:ascamu;2p:ascati;3p:ascanu;1s_pass:ascai;2s_pass:ascasti;3s_pass:ascau;1p_pass:ascàmuru;2p_pass:ascàstivu;3p_pass:ascàranu,OK
asciluccari,Verbo,"sentirsi fiacco a causa dello scirocco, guastarsi",Italiano,1s:asciluccu;2s:asciluccas;3s:ascilucca;1p:asciluccamu;2p:asciluccati;3p:asciluccanu;1s_pass:asciluccai;2s_pass:asciluccasti;3s_pass:asciluccau;1p_pass:asciluccàmuru;2p_pass:asciluccàstivu;3p_pass:asciluccàranu,OK
asciucari,Verbo,"enjugar, secar",Español,1s:asciucu;2s:asciucas;3s:asciuca;1p:asciucamu;2p:asciucati;3p:asciucanu;1s_pass:asciucai;2s_pass:asciucasti;3s_pass:asciucau;1p_pass:asciucàmuru;2p_pass:asciucàstivu;3p_pass:asciucàranu,OK
asciugari,Verbo,"enjugar, secar",Español,1s:asciugu;2s:asciugas;3s:asciuga;1p:asciugamu;2p:asciugati;3p:asciuganu;1s_pass:asciugai;2s_pass:asciugasti;3s_pass:asciugau;1p_pass:asciugàmuru;2p_pass:asciugàstivu;3p_pass:asciugàranu,OK
ascutari,Verbo,escuchar,Español,1s:ascutu;2s:ascutas;3s:ascuta;1p:ascutamu;2p:ascutati;3p:ascutanu;1s_pass:ascutai;2s_pass:ascutasti;3s_pass:ascutau;1p_pass:ascutàmuru;2p_pass:ascutàstivu;3p_pass:ascutàranu,OK
ascèdiri,Verbo,odiare,Italiano,1s:ascèdu;2s:ascèdi;3s:ascèdi;1p:ascèdimu;2p:ascèditi;3p:ascèdinu;1s_pass:ascèdii;2s_pass:ascèdisti;3s_pass:ascèdìu;1p_pass:ascèdìmuru;2p_pass:ascèdìstivu;3p_pass:ascèdìranu,OK
asiniari,Verbo,beffare,Italiano,1s:asiniu;2s:asinias;3s:asinia;1p:asiniamu;2p:asiniati;3p:asinianu;1s_pass:asiniai;2s_pass:asiniasti;3s_pass:asiniau;1p_pass:asiniàmuru;2p_pass:asiniàstivu;3p_pass:asiniàranu,OK
