Palabra,Sustantivo,Traduccion,Idioma,Conjugaciones,Estado
palamaru,Sustantivo,corda di giunco marino (nella tonnara),Italiano,,OK
palora,Sustantivo,palabra,Español,,OK
palàngaru,Verbo,lunga lenza peschereccia (attrezzo per la pesca ),Italiano,,OK
palàura,Sustantivo,palabra,Español,,OK
panarizzu,Sustantivo,panadizo,Español,,OK
panascìa,Verbo,caduta degli intestini nello scroto,Italiano,,OK
pani,Sustantivo,pan,Español,,OK
pani cô bucu,Sustantivo,buccellato navideño siciliano (postre),Español,,OK
panicàudu,Verbo,eringio (Eryngium campestre),Italiano,,OK
panicàuru,Verbo,eringio (Eryngium campestre),Italiano,,OK
panna,Sustantivo,"nata, crema",Español,,OK
pannalora,Sustantivo,tarlo,Italiano,,OK
pannarizzu,Sustantivo,panadizo,Español,,OK
pannedda,Sustantivo,"1. coriandolo (piccolo ritaglio di carta), 2. lamina d'oro",Italiano,,OK
panneddi,Sustantivo,coriandoli (piccoli ritagli di carta),Italiano,,OK
panneddu,Sustantivo,imbottitura che si pone sotto la sella,Italiano,,OK
pantaciata,Verbo,"dificultad respiratoria, falta de aliento",Español,,OK
pantali,Sustantivo,"una forma di calzatura più alta, usata dai contadini, stivale",Italiano,,OK
panza,Sustantivo,"vientre, panza, abdomen",Español,,OK
panìa di ficu sicchi,Sustantivo,stecca di fichi secchi,Italiano,,OK
panìculu,Sustantivo,legume,Italiano,,OK
papa,Sustantivo,papa,Español,,OK
papacchiu,Sustantivo,"insetto agghindato, scarafaggio grosso e nero (Campobello di Licata)",Italiano,,OK
papalina,Sustantivo,"1. berretta da notte che un tempo portavano gli uomini, berretto da casa, un tempo portato dagli anziani 2. sorta di pane molle e spugnoso",Italiano,,OK
papanzìcula,Sustantivo,/ mantis religiosa (Mantis religiosa),Español,,OK
paparina,Verbo,amapola silvestre (Papaver rhoeas),Español,,OK
papazzana,Sustantivo,gorgojo (Bruchus),Español,,OK
pappameli,Sustantivo,pianta dal fiore pieno di nettare: cerintia,Italiano,,OK
pappannaca,Sustantivo,giovane leggero e di poco giudizio,Italiano,,OK
pappannacchiu,Sustantivo,"una cosa qualunque, ciarpa, inezia",Italiano,,OK
pappata,Sustantivo,"folata, zaffata (colpo di vento)",Italiano,,OK
pappiribbella,Sustantivo,uomo ridicolo,Italiano,,OK
papurata,Sustantivo,"ráfaga de viento, soplo de viento fuerte, golpe de viento",Español,,OK
papuzzana,Sustantivo,gorgojo (Bruchus),Español,,OK
parabbotti,Sustantivo,cercine,Italiano,,OK
paranta,Sustantivo,marco de puerta,Español,,OK
parapatta,Sustantivo,pari e patta,Italiano,,OK
paraspolu,Verbo,"terreno dato in gestione sotto compenso, pezzo di terra quanta ne può seminare un contadino",Italiano,,OK
paraspularu,Sustantivo,"1. persona che lavora sotto compenso, 2. persona pigra, 3. fittavolo",Italiano,,OK
paraspuolu,Verbo,"terreno dato in gestione sotto compenso, pezzo di terra quanta ne può seminare un contadino",Italiano,,OK
parasuli,Conjunción/Adverbio,parasol,Español,,OK
paraturi,Sustantivo,"gualchiera (macchinario usato nella manifattura laniera, costituito da follone)",Italiano,,OK
parda,Sustantivo,corda che serve a cercare un'ancora in fondo al mare: draia,Italiano,,OK
parfumu,Sustantivo,fumigación,Español,,OK
paricchiata,Sustantivo,"una data misura di terreno da lavorare, quantità di terreno lavorabile da un paio di buoi in un anno",Italiano,,OK
parmentu,Sustantivo,luogo dove si pigiano le uve,Italiano,,OK
parola,Sustantivo,palabra,Español,,OK
partinzata,Sustantivo,strada interpoderale,Italiano,,OK
partita,Sustantivo,partido,Español,,OK
partualla,Sustantivo,"naranja, naranjo",Español,,OK
partuallu,Sustantivo,"naranja, naranjo",Español,,OK
partugallu,Sustantivo,"naranja, naranjo",Español,,OK
partuvalla,Sustantivo,"naranja, naranjo",Español,,OK
parzamaru,Sustantivo,chi entra nella soccida,Italiano,,OK
parzamarìa,Verbo,"accomandita di bestiame in società, soccida",Italiano,,OK
paràngulu,Verbo,lunga lenza peschereccia (attrezzo per la pesca ),Italiano,,OK
paràula,Sustantivo,palabra,Español,,OK
parìa,Sustantivo,piccola mandra,Italiano,,OK
passagagghi,Sustantivo,chi passa e ripassa per vedere e corteggiare donne,Italiano,,OK
passannaieri,Sustantivo,anteayer,Español,,OK
passannajeri,Sustantivo,anteayer,Español,,OK
passapitittu,Sustantivo,"persona smorta, sgraziata",Italiano,,OK
passascoddi,Sustantivo,pezzo di legno usato dai sarti per spianare le cuciture,Italiano,,OK
pasta riali,Sustantivo,mazapán,Español,,OK
pasta sciutta,Sustantivo,pasta,Español,,OK
pastasciutta,Sustantivo,pasta,Español,,OK
pastidda,Sustantivo,nocciolo della carrubba,Italiano,,OK
pastizza,Sustantivo,cappello che si portava sotto il braccio,Italiano,,OK
pastuca,Sustantivo,pistacho,Español,,OK
pataliscu,Sustantivo,moina,Italiano,,OK
patassu,Sustantivo,"moina, svenevolezza",Italiano,,OK
patata,Sustantivo,patata,Español,,OK
patitu,Sustantivo,"sorta di calzare, zoccolo",Italiano,,OK
patta,Sustantivo,linguetta di stoffa che copre la tasca,Italiano,,OK
patu,Sustantivo,imbocco di strada coperto a volta,Italiano,,OK
paurottu,Sustantivo,sarago (Diplodus vulgaris),Italiano,,OK
pavera,Sustantivo,"pezzo di stoffa che copre la tasca, linguetta",Italiano,,OK
peddi,Sustantivo,piel,Español,,OK
pedi,Sustantivo,pie,Español,,OK
peggiu,Sustantivo,peor,Español,,OK
pegna,Sustantivo,combriccola,Italiano,,OK
peiu,Sustantivo,peor,Español,,OK
peju,Sustantivo,peor,Español,,OK
penula,Sustantivo,mantello,Italiano,,OK
pepè,Sustantivo,scarpa (nel linguaggio infantile),Italiano,,OK
perfumu,Sustantivo,fumigación,Español,,OK
peri,Sustantivo,pie,Español,,OK
perru,Sustantivo,"perro, can",Español,,OK
perterra,Verbo,"luogo delizioso con aiuole, parterre (complesso delle aiuole, a disegni geometrici e ornamentali di fiori bassi e policromi, dei giardini del tipo detto «alla francese»), parterra, parterro",Italiano,,OK
perunni,Sustantivo,per cui,Italiano,,OK
perìudu,Sustantivo,período,Español,,OK
petra,Sustantivo,piedra,Español,,OK
pettu,Sustantivo,pecho,Español,,OK
pi,Conjunción/Adverbio,para / por,Español,,OK
pi chissu,Verbo,"por eso, por ese motivo",Español,,OK
pi chistu,Verbo,"por esto, por este motivo",Español,,OK
pi fauri,Sustantivo,por favor,Español,,OK
pi favuri,Sustantivo,por favor,Español,,OK
pi piaciri,Sustantivo,por favor,Español,,OK
pi sempri,Conjunción/Adverbio,para siempre,Español,,OK
piattu,Sustantivo,plato,Español,,OK
picchissu,Verbo,"por eso, por ese motivo",Español,,OK
picchistu,Verbo,"por esto, por este motivo",Español,,OK
picchiu,Sustantivo,"lloriqueo, llanto, loro, gimoteo, gemido",Español,,OK
picchì,Conjunción/Adverbio,"1. por qué, 2. porque, 3. para que",Español,,OK
piccicaneddu,Sustantivo,conno,Italiano,,OK
piccicusa,Sustantivo,punteruolo,Italiano,,OK
piccicuta,Sustantivo,punteruolo,Italiano,,OK
picciotta,Sustantivo,"joven, chavala",Español,,OK
picciotti,Verbo,jóvenes  / jóvenes,Español,,OK
picciottu,Sustantivo,"joven, chaval",Español,,OK
picciu,Sustantivo,"lloriqueo, llanto, loro, gimoteo, gemido",Español,,OK
pichesci,Sustantivo,soprabito,Italiano,,OK
picinusu,Sustantivo,chi infastidisce con lagni e preoccupazioni,Italiano,,OK
picontrìa,Sustantivo,"hipocondría, melancolía",Español,,OK
picundrìa,Sustantivo,"hipocondría, melancolía",Español,,OK
picuntrìa,Sustantivo,"hipocondría, melancolía",Español,,OK
piddata,Sustantivo,tanta quantità di grano e di paglia quanta ce ne va in un'aia,Italiano,,OK
piddemi,Sustantivo,specie di scialle per donne,Italiano,,OK
piddemia,Sustantivo,specie di scialle per donne,Italiano,,OK
piddicata,Sustantivo,"una gran quantità, specialmente di legnate",Italiano,,OK
piddu,Sustantivo,"1. tritume di panno, 2. bambino",Italiano,,OK
piddusinu,Sustantivo,perejil,Español,,OK
pidicinu,Verbo,"1. l'estremità (di un sacco, di un otre), 2. omiciattolo",Italiano,,OK
pignateddi di Garìbbuli,Verbo,pentole di terracotta (pentole piccole di forma circolare),Italiano,,OK
pignòla,Verbo,piñones,Español,,OK
pignòlu,Sustantivo,piñón,Español,,OK
pilaccuni,Sustantivo,fiocco,Italiano,,OK
pilaia,Sustantivo,playa,Español,,OK
pilaja,Sustantivo,playa,Español,,OK
pilatuni,Sustantivo,giudice prepotente,Italiano,,OK
pilesi,Verbo,piegatura all'estremità del ferro di cavallo,Italiano,,OK
piloccu,Sustantivo,fiocco di lana,Italiano,,OK
pilusella,Sustantivo,filato di seta stracciata,Italiano,,OK
pinesa,Sustantivo,"uomo inetto, poveraccio",Italiano,,OK
pinnina,Verbo,discesa,Italiano,,OK
pinsera,Verbo,"pensamientos, preocupaciones",Español,,OK
pinsiunariu,Sustantivo,pensionista (el que se aloja),Español,,OK
pintalora,Sustantivo,"corriera, autobus",Italiano,,OK
pinturi,Sustantivo,verga per bacchiare (Campobello di Licata),Italiano,,OK
pinzera,Verbo,"pensamientos, preocupaciones",Español,,OK
pinziunariu,Sustantivo,pensionista (el que se aloja),Español,,OK
pipita,Sustantivo,malattia dei polli sulla punta della lingua,Italiano,,OK
pipiu,Sustantivo,pava (pavo hembra),Español,,OK
piplu,Sustantivo,specie di euforbia,Italiano,,OK
pir chissu,Verbo,"por eso, por ese motivo",Español,,OK
pir chistu,Verbo,"por esto, por este motivo",Español,,OK
piragnu,Verbo,merletto che circonda il letto nella parte inferiore,Italiano,,OK
pirchini,Conjunción/Adverbio,"1. por qué, 2. porque, 3. para que",Español,,OK
pirchissu,Verbo,"por eso, por ese motivo",Español,,OK
pirchistu,Verbo,"por esto, por este motivo",Español,,OK
pirchì,Conjunción/Adverbio,"1. por qué, 2. porque, 3. para que",Español,,OK
pircocu,Sustantivo,albaricoque,Español,,OK
pircopu,Sustantivo,albaricoque,Español,,OK
pirfuliata,Sustantivo,"hierba de San Juan (Hypericum perforatum), hipérico, hipericón",Español,,OK
pirfumu,Sustantivo,"perfume, fragancia",Español,,OK
piricinu,Verbo,"l'estremità (di un sacco, di un otre)",Italiano,,OK
piricocu,Sustantivo,albaricoque,Español,,OK
piricò,Sustantivo,"hipérico, hipericón (Hypericum perforatum), hierba de San Juan, corazoncillo",Español,,OK
piripacchiu,Sustantivo,carta rigonfia che si fa scoppiare,Italiano,,OK
piripagnu,Sustantivo,"sergozzone, sorgozzone",Italiano,,OK
piritolla,Sustantivo,donna sciatta,Italiano,,OK
pirollu,Sustantivo,piede storpio,Italiano,,OK
pirrera,Sustantivo,cantera (piedras),Español,,OK
pirri pirri,Sustantivo,voce di richiamo per i polli,Italiano,,OK
pirricaneddu,Sustantivo,conno,Italiano,,OK
pirrimpimpìu,Sustantivo,"in aggiunta, di più, per di più",Italiano,,OK
pirterra,Verbo,"luogo delizioso con aiuole, parterre (complesso delle aiuole, a disegni geometrici e ornamentali di fiori bassi e policromi, dei giardini del tipo detto «alla francese»), parterra, parterro",Italiano,,OK
pirticuni,Sustantivo,"pallattola minuta di piombo per caccia, miglialora",Italiano,,OK
pirìa,Sustantivo,orlo della gonna,Italiano,,OK
pirìudu,Sustantivo,período,Español,,OK
pisci,Verbo,pez / peces,Español,,OK
pisciacozza,Verbo,"tartaruga, testuggine",Italiano,,OK
pisciaru,Verbo,1. vendedor de pescados,Español,,OK
piscistoccu,Verbo,"estocafís, bacalada",Español,,OK
pisciteddu,Sustantivo,pez pequeño,Español,,OK
piscitieddu,Sustantivo,"pez pequeño, 2. pan pequeño",Español,,OK
piscornia,Sustantivo,specie d'incudine con lunghi corni,Italiano,,OK
pisemi,Verbo,"insieme, nello stesso tempo",Italiano,,OK
pisera,Verbo,"quantità di paglia, tanta da riempire un'aia",Italiano,,OK
pismina,Sustantivo,"sifone, cannella",Italiano,,OK
pisola,Verbo,escalón,Español,,OK
pisolu,Verbo,umbral / alféizar (de ventana) / escalón,Español,,OK
pispularu,Sustantivo,faccendone,Italiano,,OK
pispuleru,Sustantivo,faccendone,Italiano,,OK
pissinu,Sustantivo,"loffia (loffa), scorreggia",Italiano,,OK
pistulana,Sustantivo,striscia di cuoio dello straccale,Italiano,,OK
pistulena,Sustantivo,striscia di cuoio dello straccale,Italiano,,OK
pistuluni,Sustantivo,una forma di pane allungata,Italiano,,OK
pisturali,Sustantivo,capretto,Italiano,,OK
pitali,Sustantivo,orinal,Español,,OK
pitanza,Sustantivo,lo que se come como segundo plato,Español,,OK
pitarra,Sustantivo,orcio,Italiano,,OK
pitichinu,Sustantivo,pene,Italiano,,OK
pitiggia,Sustantivo,pianta il cui fiore strofinato manda puzzo,Italiano,,OK
pitirri,Sustantivo,specie di polenta fatta con farina di frumento (Sutera),Italiano,,OK
pitisciu,Sustantivo,"affatto, dispetto",Italiano,,OK
pitiusa,Sustantivo,una specie di euforbia,Italiano,,OK
pitrera,Sustantivo,cantera (piedras),Español,,OK
pitrusinu,Sustantivo,perejil,Español,,OK
pitruzzu,Sustantivo,regalia in vino ai trasportatori di mosto,Italiano,,OK
pittavelli,Sustantivo,mastietti,Italiano,,OK
pittiddi,Sustantivo,truciolini di carta,Italiano,,OK
pittinali,Sustantivo,parte del corpo tra la pancia e le pudende,Italiano,,OK
pittini,Sustantivo,calcoli cabalistici,Italiano,,OK
pittuca,Sustantivo,petto del pollo (Sutera),Italiano,,OK
pivireddu,Sustantivo,ripiegatura fra le strisce d'una vela,Italiano,,OK
pizzaferru,Sustantivo,"abejaruco europeo (Merops apiaster), abejaruco común",Español,,OK
pizzata,Sustantivo,colpo dato col ferro della trottola,Italiano,,OK
pizzicamerda,Sustantivo,"rácano, avaro (persona tacaña)",Español,,OK
pizzicutu,Sustantivo,malleolo,Italiano,,OK
pizzingòngulu,Sustantivo,colpo dato con il ferro della trottola vincente sulla parte legnosa della perdente,Italiano,,OK
pizzu,Sustantivo,"1. punta, 2. cumbre, 3. pico (de ave), 4. pizzo (dinero)",Español,,OK
pizzucu,Sustantivo,"pezzetto di legno, fuscello (Sutera)",Italiano,,OK
plaia,Sustantivo,playa,Español,,OK
plaja,Sustantivo,playa,Español,,OK
plazza,Sustantivo,stipendio dei soldati,Italiano,,OK
plurali,Sustantivo,plural,Español,,OK
poccu,Sustantivo,"cerdo, puerco",Español,,OK
pogghia,Sustantivo,"1. raddoppio di vincita dei giocatori, 2. gettone",Italiano,,OK
poglia,Sustantivo,"1. raddoppio di vincita dei giocatori, 2. gettone",Italiano,,OK
polìttricu,Sustantivo,talittro (Thalictrum lucidum),Italiano,,OK
pomeriggiu,Sustantivo,tarde (del día),Español,,OK
pomiriggiu,Sustantivo,tarde (del día),Español,,OK
ponti,Sustantivo,puente,Español,,OK
populazioni,Sustantivo,población,Español,,OK
populazzioni,Sustantivo,población,Español,,OK
porcu,Sustantivo,"cerdo, puerco",Español,,OK
porfidia,Sustantivo,contrasto,Italiano,,OK
porta,Sustantivo,puerta,Español,,OK
portacìnniri,Conjunción/Adverbio,cenicero (para cigarrillos),Español,,OK
portu,Sustantivo,puerto,Español,,OK
portugallu,Sustantivo,"naranja, naranjo",Español,,OK
postu,Sustantivo,lugar,Español,,OK
ppi,Conjunción/Adverbio,para / por,Español,,OK
ppri,Conjunción/Adverbio,para / por,Español,,OK
praia,Sustantivo,playa,Español,,OK
praja,Sustantivo,playa,Español,,OK
prantali,Sustantivo,"una forma di calzatura più alta, usata dai contadini, stivale",Italiano,,OK
prastili,Sustantivo,tavola ai due lati della madia,Italiano,,OK
pratu,Sustantivo,prado,Español,,OK
prennu,Verbo,"mercè, in virtù, per interessamento di",Italiano,,OK
pri,Conjunción/Adverbio,para / por,Español,,OK
pri fauri,Sustantivo,por favor,Español,,OK
pri favuri,Sustantivo,por favor,Español,,OK
pri piaciri,Sustantivo,por favor,Español,,OK
pri sempri,Conjunción/Adverbio,para siempre,Español,,OK
pricocu,Sustantivo,albaricoque,Español,,OK
prifissu,Sustantivo,prefijo,Español,,OK
priggiuni,Sustantivo,"prisión, cárcel",Español,,OK
prigiuni,Sustantivo,"prisión, cárcel",Español,,OK
primavera,Sustantivo,primavera,Español,,OK
primparissi,Sustantivo,"per celia, per scherzo",Italiano,,OK
primu,Sustantivo,primero,Español,,OK
priolu,Sustantivo,capo,Italiano,,OK
pripusizioni,Sustantivo,preposición,Español,,OK
pripusizzioni,Sustantivo,preposición,Español,,OK
prisagghia,Sustantivo,"funicella, pendone, stringa",Italiano,,OK
priserva,Sustantivo,cinto erniario,Italiano,,OK
pristignusu,Verbo,spirito maligno,Italiano,,OK
prisuttu,Sustantivo,jamón,Español,,OK
privascia,Sustantivo,fogna,Italiano,,OK
privata,Sustantivo,fogna,Italiano,,OK
privatanza,Sustantivo,frode,Italiano,,OK
prizzamaru,Sustantivo,chi entra nella soccida,Italiano,,OK
procia,Sustantivo,spazio tra solco e solco,Italiano,,OK
profumu,Sustantivo,"perfume, fragancia",Español,,OK
prosciuttu,Sustantivo,jamón,Español,,OK
prufumu,Sustantivo,"perfume, fragancia",Español,,OK
pruitteddu,Sustantivo,fanciullo trovatello,Italiano,,OK
prunara,Sustantivo,sorta di uva,Italiano,,OK
prunesta,Sustantivo,sorta di uva,Italiano,,OK
prununza,Sustantivo,pronunciación ''f'',Español,,OK
prununzia,Sustantivo,pronunciación ''f'',Español,,OK
prupurzioni,Sustantivo,proporción,Español,,OK
prusciuttu,Sustantivo,jamón,Español,,OK
prusuttu,Sustantivo,jamón,Español,,OK
pruverbiu,Sustantivo,proverbio,Español,,OK
pruvinu,Sustantivo,semenzaio,Italiano,,OK
pràttica,Sustantivo,práctica,Español,,OK
prìmisi,Verbo,"en primer lugar, antes de todo",Español,,OK
pròula,Verbo,provola (queso típico de Italia del Sur),Español,,OK
pròvula,Verbo,provola (queso típico de Italia del Sur),Español,,OK
psico-,Sustantivo,psico-,Español,,OK
puddaci,Sustantivo,crisantemo bianco,Italiano,,OK
pudditrica,Verbo,"culantrillo menor (Asplenium trichomanes), culantrillo menudo, polítrico",Español,,OK
puddusinu,Sustantivo,perejil,Español,,OK
pudìa,Verbo,lembo inferiore della veste,Italiano,,OK
pugna,Sustantivo,puños,Español,,OK
pugnu,Sustantivo,puño,Español,,OK
puia,Sustantivo,viento de tierra,Español,,OK
pulaina,Sustantivo,stivale,Italiano,,OK
pulesi,Sustantivo,ferro vecchio e logoro che si toglie al cavallo,Italiano,,OK
puleu,Sustantivo,"poleo (Mentha pulegium, Pulegium vulgare Miller), menta poleo",Español,,OK
pulicanu,Sustantivo,strumento per cavar denti,Italiano,,OK
pulicara,Sustantivo,"olivarda (Inula viscosa, Dittrichia viscosa)",Español,,OK
pulla,Sustantivo,puta,Español,,OK
pullanca,Sustantivo,pollastra,Italiano,,OK
pumeriggiu,Sustantivo,tarde (del día),Español,,OK
pumiriggiu,Sustantivo,tarde (del día),Español,,OK
pumu d'Adamu,Sustantivo,nuez (en el cuello),Español,,OK
punizioni,Sustantivo,punición,Español,,OK
punizzioni,Sustantivo,punición,Español,,OK
punta,Sustantivo,punta,Español,,OK
puntareddu,Sustantivo,"aguijón, pica",Español,,OK
puntiddu,Sustantivo,piccola merenda (Sutera),Italiano,,OK
puntillitri,Sustantivo,lettere iniziali del nome ricamate sulla biancheria,Italiano,,OK
puntineri,Sustantivo,"agente municipale, vigile urbano",Italiano,,OK
puntuneri,Sustantivo,"agente municipale, vigile urbano",Italiano,,OK
pupiana,Conjunción/Adverbio,"pilastrino paracarri, pilastro paracarri",Italiano,,OK
pupianna,Conjunción/Adverbio,"pilastrino paracarri, pilastro paracarri",Italiano,,OK
pupianni,Conjunción/Adverbio,"pilastrino paracarri, pilastro paracarri",Italiano,,OK
pupulazioni,Sustantivo,población,Español,,OK
pupulazzioni,Sustantivo,población,Español,,OK
purcili,Conjunción/Adverbio,"pocilga, cochitril, porqueriza, zahúrda",Español,,OK
puri puri,Sustantivo,voce di richiamo per le galline (Sutera),Italiano,,OK
purmunara,Sustantivo,"detto di terra non buona, non grassa",Italiano,,OK
purpàina,Sustantivo,"provena, propagación (sistema de reproducción en algunas plantas)",Español,,OK
purpània,Sustantivo,"provena, propagación (sistema de reproducción en algunas plantas)",Español,,OK
purtedda,Sustantivo,valico tra i monti,Italiano,,OK
purtigghiola,Sustantivo,"bottoniera, rimboccatura della scarpa",Italiano,,OK
purtuchisi brasilianu,Sustantivo,"dialecto brasileño, portugués brasileño",Español,,OK
purtughisi brasilianu,Sustantivo,"dialecto brasileño, portugués brasileño",Español,,OK
purìa,Verbo,lembo inferiore della veste,Italiano,,OK
pusterna,Sustantivo,grotta,Italiano,,OK
pusunisi,Sustantivo,geloni,Italiano,,OK
putrigghiuni,Sustantivo,primera muda del gusano de seda,Español,,OK
putrusinu,Sustantivo,perejil,Español,,OK
pàfara,Sustantivo,naso camuso,Italiano,,OK
pàiula,Sustantivo,fascia con cui si lega il bue al giogo,Italiano,,OK
pàmpana,Sustantivo,hoja,Español,,OK
pàmpina,Sustantivo,hoja,Español,,OK
pàntani,Sustantivo,"diable!, coño!",Español,,OK
pèdanu,Sustantivo,"pedano, pedene, penero (frangia di stoffa sfilacciata)",Italiano,,OK
pèdinu,Sustantivo,"pedano, pedene, penero (frangia di stoffa sfilacciata)",Italiano,,OK
pènnula,Sustantivo,"pendagli di frutta, un insieme che pende",Italiano,,OK
pèrticu,Sustantivo,"foruncolo, pustola, carbonchio",Italiano,,OK
pìgula,Sustantivo,cuco (Cuculus canorus),Español,,OK
pìnnica,Verbo,siesta,Español,,OK
pìnnicu,Verbo,siesta,Español,,OK
pìsula,Verbo,piccola pietra per il gioco fanciullesco dei cinque sassi,Italiano,,OK
pìttima,Sustantivo,"decotto, empiastro",Italiano,,OK
pòtisi,Sustantivo,potere,Italiano,,OK
quacchi cosa,Sustantivo,algo,Español,,OK
quaccunu,Sustantivo,alguien,Español,,OK
qualchi cosa,Sustantivo,algo,Español,,OK
qualcunu,Sustantivo,alguien,Español,,OK
qualicunu,Sustantivo,alguien,Español,,OK
quancunu,Sustantivo,alguien,Español,,OK
quannu,Conjunción/Adverbio,cuando,Español,,OK
quantu,Sustantivo,cuanto,Español,,OK
quaquènchiaru,Sustantivo,"tanghero (persona maleducata, persona rozza)",Italiano,,OK
quaranta,Sustantivo,cuarenta,Español,,OK
quarantèsimu,Sustantivo,"cuadragésimo, cuarentavo",Español,,OK
quarchi cosa,Sustantivo,algo,Español,,OK
quarcunu,Sustantivo,alguien,Español,,OK
quareddu,Sustantivo,casco (de animal),Español,,OK
quarrenchiu,Sustantivo,cornetto di pietra portato al collo contro la raucedine,Italiano,,OK
quartu,Sustantivo,cuarto,Español,,OK
quattordicèsimu,Sustantivo,"decimocuarto, catorzavo",Español,,OK
quattru,Sustantivo,cuatro,Español,,OK
quintu,Sustantivo,quinto,Español,,OK
quisquigghiu,Sustantivo,lepidio (Lepidium Latifolium),Italiano,,OK
quisquilia,Sustantivo,superfluità,Italiano,,OK
quistioni,Verbo,cuestión,Español,,OK
quàlichi cosa,Sustantivo,algo,Español,,OK
quànquaru,Sustantivo,arcifanfano,Italiano,,OK
quàquara,Sustantivo,quaglia,Italiano,,OK
quìnnici,Sustantivo,quince,Español,,OK
r',Verbo,"de / desde, por",Español,,OK
ragnu,Sustantivo,araña,Español,,OK
rama,Sustantivo,rama,Español,,OK
ramu,Sustantivo,rama / cobre,Español,,OK
ranu,Sustantivo,trigo,Español,,OK
ranza,Sustantivo,afrecho y harina,Español,,OK
rari n'ucchiata,Sustantivo,echar un vistazo,Español,,OK
rassu,Sustantivo,grasa,Español,,OK
rasta,Conjunción/Adverbio,florero para plantar flores,Español,,OK
ravanzi,Sustantivo,delante,Español,,OK
razia,Sustantivo,gracia,Español,,OK
razza,Sustantivo,raza,Español,,OK
re,Sustantivo,rey,Español,,OK
reci,Sustantivo,diez,Español,,OK
reghi,Sustantivo,rey,Español,,OK
renti,Verbo,diente / dientes,Español,,OK
ri,Verbo,"de / desde, por",Español,,OK
ricattu,Sustantivo,chantaje,Español,,OK
ricièmmiru,Sustantivo,diciembre,Español,,OK
ricièmmuru,Sustantivo,diciembre,Español,,OK
ricriazioni,Verbo,recreo (escuela),Español,,OK
ricriazzioni,Verbo,recreo (escuela),Español,,OK
ricumpensa,Sustantivo,recompensa,Español,,OK
ricumpenza,Sustantivo,recompensa,Español,,OK
riddu,Sustantivo,grillo,Español,,OK
rifanu,Sustantivo,idioma rifeño,Español,,OK
riga,Conjunción/Adverbio,regla (para medir),Español,,OK
riguardu a,Sustantivo,"concerniente, en cuanto a, acerca de, sobre",Español,,OK
rimarra,Sustantivo,fango,Español,,OK
rimitu,Sustantivo,"eremita, ermitaño",Español,,OK
rini,Verbo,riñon / riñones / arenas,Español,,OK
riposu,Verbo,descanso,Español,,OK
risata,Sustantivo,risa,Español,,OK
risprezzu,Verbo,"desprecio, menosprecio",Español,,OK
ristoranti,Verbo,restaurante,Español,,OK
risturanti,Verbo,restaurante,Español,,OK
rivardu a,Sustantivo,"concerniente, en cuanto a, acerca de, sobre",Español,,OK
rivu,Sustantivo,"arroyo, río",Español,,OK
rizzettu,Sustantivo,"reposo, tranquilidad, paz",Español,,OK
rizzu di mari,Sustantivo,"erizo marino, erizo de mar",Español,,OK
riàulu,Sustantivo,diablo,Español,,OK
riàvulu,Sustantivo,diablo,Español,,OK
roba,Verbo,"cosas, bienes",Español,,OK
robba,Verbo,"cosas, bienes",Español,,OK
romanzu,Sustantivo,novela,Español,,OK
rosa,Sustantivo,rosa,Español,,OK
rui,Sustantivo,dos,Español,,OK
rumani,Sustantivo,mañana (día siguiente),Español,,OK
rumanzu,Sustantivo,novela,Español,,OK
rumitu,Sustantivo,"eremita, ermitaño",Español,,OK
rumpicugghiuna,Verbo,"inorportuno (persona), rompe cojones|rompecojones (persona)",Español,,OK
ruppu,Sustantivo,nudo,Español,,OK
ruvettu,Sustantivo,rovo,Italiano,,OK
ràisi,Verbo,rais (jefe de las operaciones de pesca),Español,,OK
rèpitu,Sustantivo,gemido,Español,,OK
rìanu,Sustantivo,orégano,Español,,OK
rìenu,Sustantivo,orégano,Español,,OK
rìganu,Sustantivo,orégano,Español,,OK
rìu,Sustantivo,"arroyo, río",Español,,OK
rìulu,Sustantivo,"pequeño arroyo, riachuelo",Español,,OK
rìvulu,Sustantivo,"pequeño arroyo, riachuelo",Español,,OK
rù,Sustantivo,dos,Español,,OK
rùvula,Verbo,robles,Español,,OK
rùvulu,Sustantivo,roble,Español,,OK
sacunnu,Sustantivo,segundo / segundo (unidad de tiempo) / según,Español,,OK
sali,Sustantivo,sal,Español,,OK
sancu,Sustantivo,sangre,Español,,OK
sanfagghiuni,Verbo,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
sangu,Sustantivo,sangre,Español,,OK
scacciamargi,Sustantivo,agachadiza común (Gallinago gallinago),Español,,OK
scarpa,Sustantivo,zapato,Español,,OK
scarparu,Sustantivo,zapatero,Español,,OK
scecca,Sustantivo,"asna, burra",Español,,OK
scerra,Sustantivo,litigio,Español,,OK
schiggia,Sustantivo,grido,Español,,OK
schiticchiu,Sustantivo,merienda,Español,,OK
sciamu,Sustantivo,enjambre (grupo de abejas),Español,,OK
sciarra,Sustantivo,litigio,Español,,OK
scimia,Sustantivo,"simio, simia, mono",Español,,OK
scinnuta,Verbo,descenso,Español,,OK
scipitarìa,Sustantivo,stupideria,Italiano,,OK
sciusca,Verbo,salvado (de cereales),Español,,OK
sciusceddu,Verbo,"plato (comida), sopa de pescado",Español,,OK
sciuscieddu,Verbo,"plato (comida), sopa de pescado",Español,,OK
